Ano;Dia;Hora;Casa;Fora;GC;GF;Res
2016;12/06/2016;20:00:00;Palmeiras;Corinthians;1;0;C
2016;12/06/2016;23:00:00;Santa Cruz;Santos;0;2;F
2016;15/06/2016;23:30:00;Chapecoense-SC;Gremio;3;3;e
2016;15/06/2016;23:30:00;Ponte Preta;Atletico-PR;3;2;C
2016;15/06/2016;23:30:00;Sao Paulo;Vitoria;2;0;C
2016;16/06/2016;01:00:00;Botafogo RJ;America MG;3;1;C
2016;16/06/2016;01:00:00;Santa Cruz;Figueirense;1;0;C
2016;16/06/2016;01:00:00;Santos;Sport Recife;2;0;C
2016;16/06/2016;01:45:00;Coritiba;Palmeiras;2;2;e
2016;16/06/2016;01:45:00;Cruzeiro;Flamengo RJ;0;1;F
2016;16/06/2016;23:30:00;Internacional;Atletico-MG;2;0;C
2016;17/06/2016;00:00:00;Fluminense;Corinthians;1;0;C
2016;18/06/2016;20:00:00;Palmeiras;Santa Cruz;3;1;C
2016;18/06/2016;22:00:00;Atletico-PR;Santos;1;0;C
2016;19/06/2016;01:00:00;America MG;Coritiba;2;1;C
2016;19/06/2016;15:00:00;Atletico-MG;Ponte Preta;3;0;C
2016;19/06/2016;15:00:00;Vitoria;Chapecoense-SC;1;2;F
2016;19/06/2016;20:00:00;Corinthians;Botafogo RJ;3;1;C
2016;19/06/2016;20:00:00;Figueirense;Internacional;3;2;C
2016;19/06/2016;20:00:00;Flamengo RJ;Sao Paulo;2;2;e
2016;19/06/2016;20:00:00;Sport Recife;Fluminense;2;1;C
2016;19/06/2016;23:00:00;Gremio;Cruzeiro;2;0;C
2016;22/06/2016;01:30:00;Palmeiras;America MG;2;0;C
2016;22/06/2016;23:30:00;Ponte Preta;Cruzeiro;0;4;F
2016;23/06/2016;01:00:00;Botafogo RJ;Figueirense;0;0;e
2016;23/06/2016;01:00:00;Santa Cruz;Flamengo RJ;0;1;F
2016;23/06/2016;01:45:00;Atletico-MG;Corinthians;2;1;C
2016;23/06/2016;01:45:00;Fluminense;Santos;2;4;F
2016;23/06/2016;19:00:00;Chapecoense-SC;Atletico-PR;0;0;e
2016;23/06/2016;23:15:00;Gremio;Vitoria;1;2;F
2016;24/06/2016;01:00:00;Sao Paulo;Sport Recife;0;0;e
2016;24/06/2016;01:30:00;Coritiba;Internacional;1;1;e
2016;25/06/2016;23:00:00;Cruzeiro;Palmeiras;2;1;C
2016;26/06/2016;01:00:00;Corinthians;Santa Cruz;2;1;C
2016;26/06/2016;15:00:00;America MG;Atletico-MG;0;1;F
2016;26/06/2016;20:00:00;Atletico-PR;Gremio;2;0;C
2016;26/06/2016;20:00:00;Flamengo RJ;Fluminense;1;2;F
2016;26/06/2016;20:00:00;Internacional;Botafogo RJ;2;3;F
2016;26/06/2016;20:00:00;Santos;Sao Paulo;3;0;C
2016;26/06/2016;20:00:00;Vitoria;Ponte Preta;1;1;e
2016;26/06/2016;22:30:00;Figueirense;Coritiba;0;0;e
2016;26/06/2016;22:30:00;Sport Recife;Chapecoense-SC;5;1;C
2016;29/06/2016;23:30:00;Flamengo RJ;Internacional;1;0;C
2016;29/06/2016;23:30:00;Gremio;Santos;3;2;C
2016;29/06/2016;23:30:00;Vitoria;Sport Recife;3;2;C
2016;30/06/2016;01:00:00;Chapecoense-SC;Cruzeiro;3;2;C
2016;30/06/2016;01:00:00;Coritiba;Atletico-PR;1;0;C
2016;30/06/2016;01:45:00;America MG;Corinthians;0;2;F
2016;30/06/2016;01:45:00;Sao Paulo;Fluminense;2;1;C
2016;30/06/2016;23:30:00;Palmeiras;Figueirense;4;0;C
2016;30/06/2016;23:30:00;Santa Cruz;Ponte Preta;0;3;F
2016;01/07/2016;01:00:00;Atletico-MG;Botafogo RJ;5;3;C
2016;02/07/2016;20:00:00;Fluminense;Coritiba;0;0;e
2016;02/07/2016;22:30:00;Atletico-PR;America MG;1;0;C
2016;03/07/2016;15:00:00;Cruzeiro;Vitoria;2;2;e
2016;03/07/2016;15:00:00;Internacional;Gremio;0;1;F
2016;03/07/2016;20:00:00;Botafogo RJ;Santa Cruz;2;1;C
2016;03/07/2016;20:00:00;Corinthians;Flamengo RJ;4;0;C
2016;03/07/2016;20:00:00;Ponte Preta;Sao Paulo;1;0;C
2016;03/07/2016;20:00:00;Santos;Chapecoense-SC;3;0;C
2016;03/07/2016;23:00:00;Figueirense;Atletico-MG;1;1;e
2016;05/07/2016;00:00:00;Sport Recife;Palmeiras;1;3;F
2016;09/07/2016;20:30:00;Chapecoense-SC;Corinthians;0;2;F
2016;09/07/2016;20:30:00;Coritiba;Botafogo RJ;0;0;e
2016;10/07/2016;01:00:00;Ponte Preta;Sport Recife;2;1;C
2016;10/07/2016;15:00:00;Flamengo RJ;Atletico-MG;2;0;C
2016;10/07/2016;15:00:00;Gremio;Figueirense;2;1;C
2016;10/07/2016;20:00:00;Santa Cruz;Internacional;1;0;C
2016;10/07/2016;20:00:00;Sao Paulo;America MG;3;0;C
2016;10/07/2016;23:30:00;Vitoria;Fluminense;0;0;e
2016;12/07/2016;00:00:00;Cruzeiro;Atletico-PR;0;3;F
2016;13/07/2016;00:30:00;Palmeiras;Santos;1;1;e
2016;16/07/2016;20:00:00;Botafogo RJ;Flamengo RJ;3;3;e
2016;16/07/2016;22:30:00;Santos;Ponte Preta;3;1;C
2016;17/07/2016;15:00:00;America MG;Santa Cruz;0;3;F
2016;17/07/2016;20:00:00;Atletico-PR;Vitoria;1;1;e
2016;17/07/2016;20:00:00;Corinthians;Sao Paulo;1;1;e
2016;17/07/2016;20:00:00;Figueirense;Chapecoense-SC;1;1;e
2016;17/07/2016;20:00:00;Fluminense;Cruzeiro;2;0;C
2016;17/07/2016;20:00:00;Internacional;Palmeiras;0;1;F
2016;17/07/2016;22:30:00;Sport Recife;Gremio;4;2;C
2016;19/07/2016;00:00:00;Atletico-MG;Coritiba;2;1;C
2016;23/07/2016;20:00:00;Corinthians;Figueirense;1;1;e
2016;23/07/2016;22:30:00;Santa Cruz;Coritiba;0;1;F
2016;24/07/2016;15:00:00;Palmeiras;Atletico-MG;0;1;F
2016;24/07/2016;15:00:00;Ponte Preta;Internacional;2;2;e
2016;24/07/2016;20:00:00;Atletico-PR;Fluminense;1;0;C
2016;24/07/2016;20:00:00;Chapecoense-SC;Botafogo RJ;2;1;C
2016;24/07/2016;20:00:00;Cruzeiro;Sport Recife;1;2;F
2016;24/07/2016;20:00:00;Gremio;Sao Paulo;1;0;C
2016;24/07/2016;22:30:00;Vitoria;Santos;2;3;F
2016;26/07/2016;00:00:00;Flamengo RJ;America MG;2;1;C
2016;30/07/2016;22:30:00;Figueirense;Vitoria;1;0;C
2016;30/07/2016;22:30:00;Sport Recife;Atletico-PR;2;0;C
2016;31/07/2016;01:00:00;Atletico-MG;Santa Cruz;3;0;C
2016;31/07/2016;15:00:00;Fluminense;Ponte Preta;3;0;C
2016;31/07/2016;15:00:00;Sao Paulo;Chapecoense-SC;2;2;e
2016;31/07/2016;20:00:00;Coritiba;Flamengo RJ;0;2;F
2016;31/07/2016;20:00:00;Internacional;Corinthians;0;1;F
2016;31/07/2016;20:00:00;Santos;Cruzeiro;2;0;C
2016;31/07/2016;22:30:00;America MG;Gremio;0;0;e
2016;31/07/2016;22:30:00;Botafogo RJ;Palmeiras;3;1;C
2016;03/08/2016;23:30:00;Sport Recife;America MG;1;1;e
2016;03/08/2016;23:30:00;Vitoria;Coritiba;3;1;C
2016;04/08/2016;01:45:00;Atletico-PR;Corinthians;2;0;C
2016;04/08/2016;01:45:00;Santos;Flamengo RJ;0;0;e
2016;04/08/2016;23:15:00;Ponte Preta;Botafogo RJ;2;0;C
2016;04/08/2016;23:30:00;Gremio;Santa Cruz;0;0;e
2016;04/08/2016;23:30:00;Sao Paulo;Atletico-MG;1;2;F
2016;05/08/2016;01:00:00;Cruzeiro;Internacional;4;2;C
2016;05/08/2016;01:30:00;Chapecoense-SC;Palmeiras;1;1;e
2016;06/08/2016;22:30:00;Flamengo RJ;Atletico-PR;1;0;C
2016;07/08/2016;15:00:00;America MG;Santos;1;0;C
2016;07/08/2016;20:00:00;Coritiba;Ponte Preta;3;1;C
2016;07/08/2016;20:00:00;Palmeiras;Vitoria;2;1;C
2016;07/08/2016;20:15:00;Internacional;Fluminense;2;2;e
2016;07/08/2016;20:15:00;Santa Cruz;Sao Paulo;1;2;F
2016;07/08/2016;22:30:00;Figueirense;Sport Recife;1;1;e
2016;09/08/2016;00:00:00;Atletico-MG;Chapecoense-SC;3;1;C
2016;09/08/2016;01:00:00;Corinthians;Cruzeiro;1;1;e
2016;13/08/2016;20:00:00;Sport Recife;Flamengo RJ;1;0;C
2016;13/08/2016;22:30:00;Ponte Preta;Figueirense;2;0;C
2016;14/08/2016;15:00:00;Fluminense;America MG;1;0;C
2016;14/08/2016;15:00:00;Gremio;Corinthians;3;0;C
2016;14/08/2016;20:00:00;Cruzeiro;Coritiba;2;2;e
2016;14/08/2016;20:00:00;Santos;Atletico-MG;3;0;C
2016;14/08/2016;20:00:00;Vitoria;Santa Cruz;2;2;e
2016;14/08/2016;20:15:00;Sao Paulo;Botafogo RJ;0;1;F
2016;14/08/2016;22:30:00;Atletico-PR;Palmeiras;0;1;F
2016;16/08/2016;00:00:00;Chapecoense-SC;Internacional;1;0;C
2016;20/08/2016;01:30:00;America MG;Chapecoense-SC;1;2;F
2016;21/08/2016;01:00:00;Botafogo RJ;Sport Recife;3;0;C
2016;21/08/2016;15:00:00;Atletico-MG;Atletico-PR;1;0;C
2016;21/08/2016;15:00:00;Flamengo RJ;Gremio;2;1;C
2016;21/08/2016;20:00:00;Internacional;Sao Paulo;1;1;e
2016;21/08/2016;20:00:00;Palmeiras;Ponte Preta;2;2;e
2016;21/08/2016;20:00:00;Santa Cruz;Fluminense;0;1;F
2016;21/08/2016;22:00:00;Coritiba;Santos;2;1;C
2016;21/08/2016;22:30:00;Figueirense;Cruzeiro;1;2;F
2016;23/08/2016;00:00:00;Corinthians;Vitoria;2;1;C
2016;27/08/2016;20:00:00;Ponte Preta;Corinthians;2;0;C
2016;28/08/2016;15:00:00;Cruzeiro;Santa Cruz;2;0;C
2016;28/08/2016;15:00:00;Santos;Figueirense;0;1;F
2016;28/08/2016;20:00:00;Chapecoense-SC;Flamengo RJ;1;3;F
2016;28/08/2016;20:00:00;Fluminense;Palmeiras;0;2;F
2016;28/08/2016;20:00:00;Gremio;Atletico-MG;1;1;e
2016;28/08/2016;20:00:00;Sao Paulo;Coritiba;0;0;e
2016;28/08/2016;22:30:00;Sport Recife;Internacional;1;1;e
2016;28/08/2016;22:30:00;Vitoria;America MG;2;1;C
2016;30/08/2016;00:00:00;Atletico-PR;Botafogo RJ;1;0;C
2016;03/09/2016;20:00:00;Fluminense;Figueirense;3;2;C
2016;04/09/2016;20:00:00;Botafogo RJ;Gremio;2;1;C
2016;07/09/2016;20:00:00;Botafogo RJ;Fluminense;1;0;C
2016;07/09/2016;20:00:00;Figueirense;Atletico-PR;1;0;C
2016;07/09/2016;20:00:00;Santa Cruz;Chapecoense-SC;2;2;e
2016;07/09/2016;23:30:00;Atletico-MG;Vitoria;2;1;C
2016;08/09/2016;01:45:00;Coritiba;Gremio;4;0;C
2016;08/09/2016;01:45:00;Flamengo RJ;Ponte Preta;2;1;C
2016;08/09/2016;01:45:00;Palmeiras;Sao Paulo;2;1;C
2016;08/09/2016;23:30:00;Corinthians;Sport Recife;3;0;C
2016;09/09/2016;01:00:00;America MG;Cruzeiro;0;2;F
2016;09/09/2016;01:00:00;Internacional;Santos;2;1;C
2016;10/09/2016;22:30:00;Vitoria;Flamengo RJ;1;2;F
2016;11/09/2016;15:00:00;Chapecoense-SC;Coritiba;1;0;C
2016;11/09/2016;15:00:00;Sao Paulo;Figueirense;3;1;C
2016;11/09/2016;20:00:00;Atletico-PR;Internacional;2;1;C
2016;11/09/2016;20:00:00;Cruzeiro;Botafogo RJ;0;2;F
2016;11/09/2016;20:00:00;Santos;Corinthians;2;1;C
2016;11/09/2016;20:00:00;Sport Recife;Santa Cruz;5;3;C
2016;11/09/2016;22:30:00;Gremio;Palmeiras;0;0;e
2016;11/09/2016;22:30:00;Ponte Preta;America MG;1;1;e
2016;13/09/2016;00:00:00;Fluminense;Atletico-MG;4;2;C
2016;14/09/2016;23:30:00;Botafogo RJ;Santos;0;1;F
2016;14/09/2016;23:30:00;Figueirense;America MG;2;2;e
2016;15/09/2016;01:00:00;Ponte Preta;Gremio;3;0;C
2016;15/09/2016;01:00:00;Santa Cruz;Atletico-PR;1;0;C
2016;15/09/2016;01:45:00;Coritiba;Corinthians;1;1;e
2016;15/09/2016;01:45:00;Palmeiras;Flamengo RJ;1;1;e
2016;15/09/2016;23:30:00;Atletico-MG;Sport Recife;1;0;C
2016;15/09/2016;23:30:00;Fluminense;Chapecoense-SC;1;2;F
2016;16/09/2016;01:00:00;Internacional;Vitoria;0;1;F
2016;16/09/2016;01:00:00;Sao Paulo;Cruzeiro;1;0;C
2016;17/09/2016;20:00:00;Corinthians;Palmeiras;0;2;F
2016;18/09/2016;15:00:00;Flamengo RJ;Figueirense;2;0;C
2016;18/09/2016;20:00:00;Atletico-PR;Sao Paulo;1;0;C
2016;18/09/2016;20:00:00;Chapecoense-SC;Ponte Preta;2;2;e
2016;18/09/2016;20:00:00;Cruzeiro;Atletico-MG;1;1;e
2016;18/09/2016;20:00:00;Gremio;Fluminense;0;1;F
2016;18/09/2016;20:00:00;Sport Recife;Coritiba;0;1;F
2016;18/09/2016;22:30:00;Santos;Santa Cruz;3;2;C
2016;18/09/2016;22:30:00;Vitoria;Botafogo RJ;0;1;F
2016;20/09/2016;00:00:00;America MG;Internacional;1;0;C
2016;24/09/2016;20:00:00;Palmeiras;Coritiba;2;1;C
2016;24/09/2016;22:30:00;Sport Recife;Santos;1;0;C
2016;25/09/2016;01:00:00;America MG;Botafogo RJ;1;0;C
2016;25/09/2016;15:00:00;Atletico-PR;Ponte Preta;3;0;C
2016;25/09/2016;15:00:00;Figueirense;Santa Cruz;3;1;C
2016;25/09/2016;20:00:00;Corinthians;Fluminense;0;1;F
2016;25/09/2016;20:00:00;Flamengo RJ;Cruzeiro;2;1;C
2016;25/09/2016;20:00:00;Gremio;Chapecoense-SC;1;0;C
2016;25/09/2016;20:00:00;Vitoria;Sao Paulo;2;0;C
2016;25/09/2016;22:30:00;Atletico-MG;Internacional;3;1;C
2016;01/10/2016;15:00:00;Fluminense;Sport Recife;3;1;C
2016;01/10/2016;20:00:00;Chapecoense-SC;Vitoria;1;4;F
2016;01/10/2016;20:00:00;Santos;Atletico-PR;2;0;C
2016;01/10/2016;20:00:00;Sao Paulo;Flamengo RJ;0;0;e
2016;01/10/2016;20:30:00;Botafogo RJ;Corinthians;2;0;C
2016;01/10/2016;20:30:00;Ponte Preta;Atletico-MG;1;2;F
2016;01/10/2016;22:30:00;Cruzeiro;Gremio;1;0;C
2016;02/10/2016;01:00:00;Internacional;Figueirense;1;0;C
2016;04/10/2016;00:00:00;Santa Cruz;Palmeiras;2;3;F
2016;04/10/2016;01:00:00;Coritiba;America MG;3;0;C
2016;05/10/2016;23:30:00;Atletico-PR;Chapecoense-SC;3;1;C
2016;05/10/2016;23:30:00;Vitoria;Gremio;0;1;F
2016;06/10/2016;01:00:00;Corinthians;Atletico-MG;0;0;e
2016;06/10/2016;01:00:00;Santos;Fluminense;2;1;C
2016;06/10/2016;01:45:00;Sport Recife;Sao Paulo;1;1;e
2016;06/10/2016;23:30:00;Internacional;Coritiba;1;0;C
2016;09/10/2016;01:00:00;Cruzeiro;Ponte Preta;2;0;C
2016;09/10/2016;21:00:00;America MG;Palmeiras;0;2;F
2016;09/10/2016;21:00:00;Figueirense;Botafogo RJ;0;1;F
2016;09/10/2016;21:00:00;Flamengo RJ;Santa Cruz;3;0;C
2016;12/10/2016;15:00:00;Chapecoense-SC;Sport Recife;3;0;C
2016;12/10/2016;23:30:00;Coritiba;Figueirense;0;0;e
2016;13/10/2016;01:45:00;Botafogo RJ;Internacional;1;0;C
2016;13/10/2016;01:45:00;Santa Cruz;Corinthians;2;4;F
2016;13/10/2016;23:30:00;Atletico-MG;America MG;3;0;C
2016;13/10/2016;23:30:00;Palmeiras;Cruzeiro;0;0;e
2016;13/10/2016;23:30:00;Ponte Preta;Vitoria;2;0;C
2016;14/10/2016;01:00:00;Fluminense;Flamengo RJ;1;2;F
2016;14/10/2016;01:00:00;Gremio;Atletico-PR;1;0;C
2016;14/10/2016;01:00:00;Sao Paulo;Santos;0;1;F
2016;16/10/2016;20:00:00;Atletico-PR;Coritiba;2;0;C
2016;16/10/2016;20:00:00;Botafogo RJ;Atletico-MG;3;2;C
2016;16/10/2016;20:00:00;Cruzeiro;Chapecoense-SC;0;0;e
2016;16/10/2016;20:00:00;Figueirense;Palmeiras;1;2;F
2016;16/10/2016;20:00:00;Internacional;Flamengo RJ;2;1;C
2016;16/10/2016;21:30:00;Corinthians;America MG;2;0;C
2016;16/10/2016;21:30:00;Ponte Preta;Santa Cruz;3;0;C
2016;16/10/2016;22:30:00;Santos;Gremio;1;1;e
2016;16/10/2016;22:30:00;Sport Recife;Vitoria;1;0;C
2016;17/10/2016;23:00:00;Fluminense;Sao Paulo;1;2;F
2016;20/10/2016;00:45:00;Santa Cruz;Botafogo RJ;0;1;F
2016;22/10/2016;20:00:00;Sao Paulo;Ponte Preta;2;0;C
2016;23/10/2016;20:00:00;Flamengo RJ;Corinthians;2;2;e
2016;23/10/2016;20:00:00;Gremio;Internacional;0;0;e
2016;23/10/2016;20:00:00;Palmeiras;Sport Recife;2;1;C
2016;23/10/2016;20:00:00;Vitoria;Cruzeiro;0;1;F
2016;23/10/2016;21:30:00;Coritiba;Fluminense;1;1;e
2016;23/10/2016;22:30:00;Atletico-MG;Figueirense;3;0;C
2016;23/10/2016;22:30:00;Chapecoense-SC;Santos;0;1;F
2016;24/10/2016;23:00:00;America MG;Atletico-PR;1;0;C
2016;27/10/2016;23:30:00;Sport Recife;Ponte Preta;1;0;C
2016;28/10/2016;22:30:00;Fluminense;Vitoria;2;2;e
2016;29/10/2016;19:30:00;Atletico-MG;Flamengo RJ;2;2;e
2016;29/10/2016;19:30:00;Atletico-PR;Cruzeiro;1;0;C
2016;29/10/2016;19:30:00;Corinthians;Chapecoense-SC;1;1;e
2016;29/10/2016;21:30:00;Botafogo RJ;Coritiba;0;0;e
2016;29/10/2016;21:30:00;Internacional;Santa Cruz;1;1;e
2016;29/10/2016;22:30:00;Figueirense;Gremio;0;0;e
2016;29/10/2016;22:30:00;Santos;Palmeiras;1;0;C
2016;31/10/2016;22:00:00;America MG;Sao Paulo;1;0;C
2016;05/11/2016;19:00:00;Flamengo RJ;Botafogo RJ;0;0;e
2016;05/11/2016;21:30:00;Sao Paulo;Corinthians;4;0;C
2016;06/11/2016;13:00:00;Ponte Preta;Santos;1;2;F
2016;06/11/2016;19:00:00;Cruzeiro;Fluminense;4;2;C
2016;06/11/2016;19:00:00;Palmeiras;Internacional;1;0;C
2016;06/11/2016;19:00:00;Santa Cruz;America MG;1;0;C
2016;06/11/2016;19:00:00;Vitoria;Atletico-PR;3;2;C
2016;06/11/2016;21:30:00;Chapecoense-SC;Figueirense;1;0;C
2016;06/11/2016;21:30:00;Coritiba;Atletico-MG;2;0;C
2016;07/11/2016;22:00:00;Gremio;Sport Recife;0;3;F
2016;15/11/2016;19:00:00;Fluminense;Atletico-PR;1;1;e
2016;16/11/2016;21:30:00;Botafogo RJ;Chapecoense-SC;0;2;F
2016;16/11/2016;23:00:00;Coritiba;Santa Cruz;1;0;C
2016;16/11/2016;23:45:00;America MG;Flamengo RJ;0;1;F
2016;16/11/2016;23:45:00;Figueirense;Corinthians;1;1;e
2016;16/11/2016;23:45:00;Sport Recife;Cruzeiro;0;1;F
2016;17/11/2016;21:30:00;Santos;Vitoria;3;2;C
2016;17/11/2016;21:30:00;Sao Paulo;Gremio;1;1;e
2016;17/11/2016;23:00:00;Atletico-MG;Palmeiras;1;1;e
2016;17/11/2016;23:00:00;Internacional;Ponte Preta;1;1;e
2016;20/11/2016;19:00:00;Atletico-PR;Sport Recife;2;0;C
2016;20/11/2016;19:00:00;Cruzeiro;Santos;2;2;e
2016;20/11/2016;19:00:00;Gremio;America MG;3;0;C
2016;20/11/2016;19:00:00;Palmeiras;Botafogo RJ;1;0;C
2016;20/11/2016;19:00:00;Ponte Preta;Fluminense;1;0;C
2016;20/11/2016;19:00:00;Vitoria;Figueirense;4;0;C
2016;20/11/2016;21:30:00;Chapecoense-SC;Sao Paulo;2;0;C
2016;20/11/2016;21:30:00;Flamengo RJ;Coritiba;2;2;e
2016;20/11/2016;21:30:00;Santa Cruz;Atletico-MG;3;3;e
2016;21/11/2016;22:00:00;Corinthians;Internacional;1;0;C
2016;26/11/2016;22:00:00;America MG;Sport Recife;2;2;e
2016;26/11/2016;22:00:00;Botafogo RJ;Ponte Preta;1;1;e
2016;26/11/2016;23:00:00;Corinthians;Atletico-PR;0;0;e
2016;27/11/2016;19:00:00;Atletico-MG;Sao Paulo;1;2;F
2016;27/11/2016;19:00:00;Flamengo RJ;Santos;2;0;C
2016;27/11/2016;19:00:00;Internacional;Cruzeiro;1;0;C
2016;27/11/2016;19:00:00;Palmeiras;Chapecoense-SC;1;0;C
2016;27/11/2016;21:30:00;Figueirense;Fluminense;1;0;C
2016;27/11/2016;21:30:00;Santa Cruz;Gremio;5;1;C
2016;28/11/2016;22:00:00;Coritiba;Vitoria;0;1;F
2016;11/12/2016;19:00:00;Atletico-PR;Flamengo RJ;0;0;e
2016;11/12/2016;19:00:00;Chapecoense-SC;Atletico-MG;0;0;e
2016;11/12/2016;19:00:00;Cruzeiro;Corinthians;3;2;C
2016;11/12/2016;19:00:00;Fluminense;Internacional;1;1;e
2016;11/12/2016;19:00:00;Gremio;Botafogo RJ;0;1;F
2016;11/12/2016;19:00:00;Ponte Preta;Coritiba;2;0;C
2016;11/12/2016;19:00:00;Santos;America MG;1;0;C
2016;11/12/2016;19:00:00;Sao Paulo;Santa Cruz;5;0;C
2016;11/12/2016;19:00:00;Sport Recife;Figueirense;2;0;C
2016;11/12/2016;19:00:00;Vitoria;Palmeiras;1;2;F
2017;13/05/2017;20:00:00;Flamengo RJ;Atletico-MG;1;1;e
2017;13/05/2017;23:00:00;Corinthians;Chapecoense-SC;1;1;e
2017;14/05/2017;15:00:00;Fluminense;Santos;3;2;C
2017;14/05/2017;20:00:00;Avai;Vitoria;0;0;e
2017;14/05/2017;20:00:00;Bahia;Atletico-PR;6;2;C
2017;14/05/2017;20:00:00;Cruzeiro;Sao Paulo;1;0;C
2017;14/05/2017;20:00:00;Palmeiras;Vasco;4;0;C
2017;14/05/2017;20:00:00;Ponte Preta;Sport Recife;4;0;C
2017;14/05/2017;23:00:00;Gremio;Botafogo RJ;2;0;C
2017;16/05/2017;00:00:00;Coritiba;Atletico GO;4;1;C
2017;20/05/2017;20:00:00;Santos;Coritiba;1;0;C
2017;20/05/2017;23:00:00;Atletico GO;Flamengo RJ;0;3;F
2017;20/05/2017;23:00:00;Chapecoense-SC;Palmeiras;1;0;C
2017;21/05/2017;15:00:00;Vasco;Bahia;2;1;C
2017;21/05/2017;20:00:00;Atletico-MG;Fluminense;1;2;F
2017;21/05/2017;20:00:00;Atletico-PR;Gremio;0;2;F
2017;21/05/2017;20:00:00;Vitoria;Corinthians;0;1;F
2017;21/05/2017;22:00:00;Botafogo RJ;Ponte Preta;2;0;C
2017;21/05/2017;23:00:00;Sport Recife;Cruzeiro;1;1;e
2017;23/05/2017;00:00:00;Sao Paulo;Avai;2;0;C
2017;27/05/2017;20:00:00;Vasco;Fluminense;3;2;C
2017;27/05/2017;23:00:00;Sao Paulo;Palmeiras;2;0;C
2017;28/05/2017;01:00:00;Vitoria;Coritiba;0;1;F
2017;28/05/2017;15:00:00;Atletico-MG;Ponte Preta;2;2;e
2017;28/05/2017;20:00:00;Atletico GO;Corinthians;0;1;F
2017;28/05/2017;20:00:00;Atletico-PR;Flamengo RJ;1;1;e
2017;28/05/2017;20:00:00;Santos;Cruzeiro;0;1;F
2017;28/05/2017;22:00:00;Sport Recife;Gremio;4;3;C
2017;28/05/2017;23:00:00;Botafogo RJ;Bahia;1;0;C
2017;30/05/2017;00:00:00;Chapecoense-SC;Avai;2;0;C
2017;03/06/2017;20:00:00;Coritiba;Atletico-PR;1;0;C
2017;03/06/2017;22:00:00;Fluminense;Vitoria;2;1;C
2017;03/06/2017;23:00:00;Corinthians;Santos;2;0;C
2017;04/06/2017;15:00:00;Avai;Sport Recife;1;0;C
2017;04/06/2017;15:00:00;Flamengo RJ;Botafogo RJ;0;0;e
2017;04/06/2017;20:00:00;Gremio;Vasco;2;0;C
2017;04/06/2017;20:00:00;Palmeiras;Atletico-MG;0;0;e
2017;04/06/2017;20:00:00;Ponte Preta;Sao Paulo;1;0;C
2017;04/06/2017;23:00:00;Cruzeiro;Chapecoense-SC;0;2;F
2017;06/06/2017;00:00:00;Bahia;Atletico GO;3;0;C
2017;07/06/2017;00:00:00;Fluminense;Atletico-PR;1;1;e
2017;07/06/2017;23:30:00;Atletico-MG;Avai;1;0;C
2017;07/06/2017;23:30:00;Coritiba;Palmeiras;1;0;C
2017;08/06/2017;01:00:00;Santos;Botafogo RJ;1;0;C
2017;08/06/2017;01:45:00;Sport Recife;Flamengo RJ;2;0;C
2017;08/06/2017;01:45:00;Vasco;Corinthians;2;5;F
2017;08/06/2017;23:30:00;Atletico GO;Ponte Preta;3;0;C
2017;08/06/2017;23:30:00;Sao Paulo;Vitoria;2;0;C
2017;09/06/2017;00:00:00;Chapecoense-SC;Gremio;3;6;F
2017;09/06/2017;01:00:00;Bahia;Cruzeiro;1;0;C
2017;10/06/2017;20:00:00;Palmeiras;Fluminense;3;1;C
2017;10/06/2017;23:00:00;Vasco;Sport Recife;2;1;C
2017;11/06/2017;15:00:00;Botafogo RJ;Coritiba;2;2;e
2017;11/06/2017;20:00:00;Avai;Flamengo RJ;1;1;e
2017;11/06/2017;20:00:00;Corinthians;Sao Paulo;3;2;C
2017;11/06/2017;20:00:00;Ponte Preta;Chapecoense-SC;3;2;C
2017;11/06/2017;20:00:00;Vitoria;Atletico-MG;2;0;C
2017;11/06/2017;22:30:00;Cruzeiro;Atletico GO;2;0;C
2017;11/06/2017;23:00:00;Atletico-PR;Santos;0;2;F
2017;13/06/2017;00:00:00;Gremio;Bahia;1;0;C
2017;14/06/2017;23:30:00;Atletico GO;Avai;3;1;C
2017;14/06/2017;23:30:00;Atletico-MG;Atletico-PR;0;1;F
2017;14/06/2017;23:30:00;Sport Recife;Sao Paulo;0;0;e
2017;14/06/2017;23:30:00;Vitoria;Botafogo RJ;2;2;e
2017;15/06/2017;01:00:00;Flamengo RJ;Ponte Preta;2;0;C
2017;15/06/2017;01:45:00;Chapecoense-SC;Vasco;2;1;C
2017;15/06/2017;01:45:00;Corinthians;Cruzeiro;1;0;C
2017;15/06/2017;01:45:00;Santos;Palmeiras;1;0;C
2017;15/06/2017;20:00:00;Coritiba;Bahia;0;0;e
2017;16/06/2017;01:00:00;Fluminense;Gremio;0;2;F
2017;17/06/2017;20:00:00;Atletico GO;Atletico-PR;0;1;F
2017;17/06/2017;23:00:00;Vasco;Avai;1;0;C
2017;18/06/2017;01:00:00;Santos;Ponte Preta;0;0;e
2017;18/06/2017;15:00:00;Coritiba;Corinthians;0;0;e
2017;18/06/2017;20:00:00;Bahia;Palmeiras;2;4;F
2017;18/06/2017;20:00:00;Chapecoense-SC;Botafogo RJ;0;2;F
2017;18/06/2017;20:00:00;Fluminense;Flamengo RJ;2;2;e
2017;18/06/2017;20:00:00;Sao Paulo;Atletico-MG;1;2;F
